Name,Category,ID
snowflake wall,Wallpaper,12F7
dirt-clod wall,Wallpaper,12F8
old wallpaper,Wallpaper,12F9
wild-wood wall,Wallpaper,12FA
wooden-mosaic wall,Wallpaper,12FB
dark wooden-mosaic wall,Wallpaper,12FC
stately wall,Wallpaper,12FD
mosaic-tile wall,Wallpaper,12FE
shoji screen,Wallpaper,12FF
modern shoji-screen wall,Wallpaper,1300
honeycomb wall,Wallpaper,1301
exquisite wall,Wallpaper,1302
yellow simple-cloth wall,Wallpaper,1303
pink simple-cloth wall,Wallpaper,1304
blue simple-cloth wall,Wallpaper,1305
orange molded-panel wall,Wallpaper,1306
blue molded-panel wall,Wallpaper,1307
gray molded-panel wall,Wallpaper,1308
abstract wall,Wallpaper,1309
blue heart-pattern wall,Wallpaper,130A
pink heart-pattern wall,Wallpaper,130B
industrial wall,Wallpaper,130C
beaded-curtain wall,Wallpaper,130D
heavy-curtain wall,Wallpaper,130E
marine pop wall,Wallpaper,130F
butterflies wall,Wallpaper,1310
kisses wall,Wallpaper,1311
blackboard wall,Wallpaper,1312
camo wall,Wallpaper,1313
blue camo wall,Wallpaper,1314
purple camo wall,Wallpaper,1315
pastel puzzle wall,Wallpaper,1316
colorful puzzle wall,Wallpaper,1317
blue playroom wall,Wallpaper,1318
pink playroom wall,Wallpaper,1319
concrete wall,Wallpaper,131A
white delicate-blooms wall,Wallpaper,131B
monochromatic dotted wall,Wallpaper,131C
pink flower-print wall,Wallpaper,131D
golden wall,Wallpaper,131E
pink blossoming wall,Wallpaper,131F
blue blossoming wall,Wallpaper,1320
red delicate-blooms wall,Wallpaper,1321
green delicate-blooms wall,Wallpaper,1322
pastel dotted wall,Wallpaper,1323
red dotted wall,Wallpaper,1324
purple dotted wall,Wallpaper,1326
green blossoming wall,Wallpaper,1327
modern wood wall,Wallpaper,1328
autumn wall,Wallpaper,1329
rose wall,Wallpaper,132A
purple-rose wall,Wallpaper,132B
mod wall,Wallpaper,132C
honeycomb-tile wall,Wallpaper,132D
monochromatic-tile wall,Wallpaper,132E
wooden-knot wall,Wallpaper,132F
blue honeycomb-tile wall,Wallpaper,1330
green honeycomb-tile wall,Wallpaper,1331
white honeycomb-tile wall,Wallpaper,1332
orange wall,Wallpaper,1333
apple wall,Wallpaper,1334
pear wall,Wallpaper,1335
peach wall,Wallpaper,1336
cherry wall,Wallpaper,1337
white perforated-board wall,Wallpaper,1338
perforated-board wall,Wallpaper,1339
black perforated-board wall,Wallpaper,133A
gray shanty wall,Wallpaper,133B
pink shanty wall,Wallpaper,133C
blue shanty wall,Wallpaper,133D
brown shanty wall,Wallpaper,133E
white-brick wall,Wallpaper,133F
red-brick wall,Wallpaper,1340
black-brick wall,Wallpaper,1341
aqua tile wall,Wallpaper,1342
colorful-tile wall,Wallpaper,1343
dark-chocolate wall,Wallpaper,1344
white-chocolate wall,Wallpaper,1345
strawberry-chocolate wall,Wallpaper,1346
green flower-print wall,Wallpaper,1347
ancient wall,Wallpaper,1348
white simple-cloth wall,Wallpaper,134B
blue subway-tile wall,Wallpaper,134C
white subway-tile wall,Wallpaper,134D
pink-striped wall,Wallpaper,134F
gray-striped wall,Wallpaper,1350
blue-striped wall,Wallpaper,1351
yellow-striped wall,Wallpaper,1352
sakura-wood wall,Wallpaper,1353
blue painted-wood wall,Wallpaper,1354
green painted-wood wall,Wallpaper,1355
mush wall,Wallpaper,142C
mortar wall,Wallpaper,145F
stone wall,Wallpaper,1460
straw wall,Wallpaper,1461
office wall,Wallpaper,1462
street-art wall,Wallpaper,1465
dig-site wall,Wallpaper,1466
woodland wall,Wallpaper,1467
imperial wall,Wallpaper,1468
ramshackle wall,Wallpaper,1469
party wall,Wallpaper,146A
dojo wall,Wallpaper,146B
ruins wall,Wallpaper,146C
garbage-heap wall,Wallpaper,146D
Jingle wall,Wallpaper,146E
Bunny Day wall,Wallpaper,146F
cityscape wall,Wallpaper,1518
tree-lined wall,Wallpaper,1550
jungle wall,Wallpaper,1551
mossy-garden wall,Wallpaper,1552
backyard-fence wall,Wallpaper,1569
arched-window wall,Wallpaper,156A
cafe-curtain wall,Wallpaper,156B
meadow vista,Wallpaper,156C
chain-link fence,Wallpaper,156D
ocean-horizon wall,Wallpaper,156E
rice-paddy wall,Wallpaper,156F
desert vista,Wallpaper,1570
western vista,Wallpaper,1571
server-room wall,Wallpaper,1572
security-monitors wall,Wallpaper,1573
future-tech wall,Wallpaper,1576
laboratory wall,Wallpaper,1577
ski-slope wall,Wallpaper,157A
stormy-night wall,Wallpaper,157B
starry-sky wall,Wallpaper,157C
sea view,Wallpaper,157D
palace wall,Wallpaper,157E
stadium wall,Wallpaper,157F
sky wall,Wallpaper,1580
ice wall,Wallpaper,1581
magma-cavern wall,Wallpaper,1582
underwater wall,Wallpaper,1584
dungeon wall,Wallpaper,1585
sci-fi wall,Wallpaper,1586
ringside seating,Wallpaper,1588
summit wall,Wallpaper,1589
mangrove wall,Wallpaper,158A
skull wall,Wallpaper,1590
standard tearoom wall,Wallpaper,1591
starry wall,Wallpaper,1598
basic wall,Wallpaper,15B7
tropical vista,Wallpaper,161D
iceberg wall,Wallpaper,161E
Nook Inc. wall,Wallpaper,1774
brown-brick wall,Wallpaper,1AC2
brown-crown wall,Wallpaper,1AC3
blue delicate-blooms wall,Wallpaper,1AC4
red perforated-board wall,Wallpaper,1AC5
green molded-panel wall,Wallpaper,1AC6
orange camo wall,Wallpaper,1AC7
red two-toned tile wall,Wallpaper,1AC8
peach two-toned tile wall,Wallpaper,1AC9
blue two-toned tile wall,Wallpaper,1ACA
black two-toned tile wall,Wallpaper,1ACB
white hallway wall,Wallpaper,1ACD
black hallway wall,Wallpaper,1ACE
olive desert-tile wall,Wallpaper,1ACF
purple desert-tile wall,Wallpaper,1AD0
yellow playroom wall,Wallpaper,1AD1
green playroom wall,Wallpaper,1AD2
white-rose wall,Wallpaper,1AD4
blue-rose wall,Wallpaper,1AD5
red heart-pattern wall,Wallpaper,1AD6
yellow heart-pattern wall,Wallpaper,1AD7
yellow flower-print wall,Wallpaper,1AD8
blue flower-print wall,Wallpaper,1AD9
sepia puzzle wall,Wallpaper,1ADA
purple puzzle wall,Wallpaper,1ADB
botanical-tile wall,Wallpaper,1ADC
black botanical-tile wall,Wallpaper,1ADD
green intricate wall,Wallpaper,1ADE
red intricate wall,Wallpaper,1ADF
blue tile wall,Wallpaper,1BD7
forest wall,Wallpaper,1C13
cherry-blossom-trees wall,Wallpaper,1C25
cute white wall,Wallpaper,1C2F
cute red wall,Wallpaper,1C30
cute blue wall,Wallpaper,1C31
cute yellow wall,Wallpaper,1C32
blue diner wall,Wallpaper,1C49
pink diner wall,Wallpaper,1C4A
gray diner wall,Wallpaper,1C4B
brown diner wall,Wallpaper,1C4C
pink quilt wall,Wallpaper,1C6A
purple quilt wall,Wallpaper,1C6B
yellow quilt wall,Wallpaper,1C6C
blue quilt wall,Wallpaper,1C6D
chic tearoom wall,Wallpaper,2BA8
soothing tearoom wall,Wallpaper,2BA9
modern tearoom wall,Wallpaper,2BAA
harmonious wall,Wallpaper,2BAC
misty-garden wall,Wallpaper,2E8B
wedding-party wall,Wallpaper,30AD
white wedding wall,Wallpaper,30B2
brown wedding wall,Wallpaper,30B4
green wedding wall,Wallpaper,30B5
basement flooring,Floors,12BD
ship deck,Floors,1356
concrete flooring,Floors,1357
green rubber flooring,Floors,1358
arabesque flooring,Floors,1359
blue rubber flooring,Floors,135A
jointed-mat flooring,Floors,135B
pastel puzzle flooring,Floors,135C
colorful puzzle flooring,Floors,135D
rose flooring,Floors,135E
leopard-print flooring,Floors,135F
steel flooring,Floors,1360
giraffe-print flooring,Floors,1361
zebra-print flooring,Floors,1362
stripe flooring,Floors,1363
bamboo flooring,Floors,1364
beige desert-tile flooring,Floors,1365
blue desert-tile flooring,Floors,1366
rattan flooring,Floors,1367
lunar surface,Floors,1368
cork flooring,Floors,1369
sandy-beach flooring,Floors,136A
terra-cotta flooring,Floors,136B
hexagonal floral flooring,Floors,136C
random-square-tile flooring,Floors,136D
white-brick flooring,Floors,136E
red-brick flooring,Floors,136F
black-brick flooring,Floors,1370
floral rush-mat flooring,Floors,1371
gravel flooring,Floors,1372
backyard lawn,Floors,1373
field flooring,Floors,1374
dirt flooring,Floors,1375
boxing-ring mat,Floors,1376
Saharah's desert,Floors,1377
western desert,Floors,1378
sandlot,Floors,1379
money flooring,Floors,137A
cubic parquet flooring,Floors,137B
paintball flooring,Floors,137C
ski-slope flooring,Floors,137D
colored-leaves flooring,Floors,137E
light wood-pattern flooring,Floors,137F
dark wood-pattern flooring,Floors,1380
floral mosaic-tile flooring,Floors,1381
argyle tile flooring,Floors,1382
patchwork-tile flooring,Floors,1383
racetrack flooring,Floors,1384
parking flooring,Floors,1385
arched-brick flooring,Floors,1386
honeycomb flooring,Floors,1387
simple red flooring,Floors,1388
simple blue flooring,Floors,1389
simple purple flooring,Floors,138B
simple white flooring,Floors,138C
daisy meadow,Floors,138D
wildflower meadow,Floors,138E
crosswalk flooring,Floors,138F
sidewalk flooring,Floors,1390
train-station flooring,Floors,1391
scramble crosswalk,Floors,1392
dig-site flooring,Floors,1393
imperial tile,Floors,1394
sumo ring,Floors,1395
camo flooring,Floors,1397
blue camo flooring,Floors,1398
purple camo flooring,Floors,1399
common flooring,Floors,139A
pine-board flooring,Floors,139B
white mosaic-tile flooring,Floors,139C
golden flooring,Floors,139D
light parquet flooring,Floors,139E
monochromatic dot flooring,Floors,139F
marine pop flooring,Floors,13A0
dark parquet flooring,Floors,13A1
mint dot flooring,Floors,13A2
red dot flooring,Floors,13A3
blue dot flooring,Floors,13A4
water flooring,Floors,13A6
flagstone flooring,Floors,13A7
birch flooring,Floors,13A8
natural-block flooring,Floors,13A9
lobby flooring,Floors,13AA
dark-block flooring,Floors,13AB
aqua tile flooring,Floors,13AC
colorful mosaic-tile flooring,Floors,13AD
brown honeycomb tile,Floors,13AE
tatami,Floors,13AF
blue honeycomb tile,Floors,13B0
green honeycomb tile,Floors,13B1
white honeycomb tile,Floors,13B2
orange retro flooring,Floors,13B3
modern wood flooring,Floors,13B4
green retro flooring,Floors,13B5
gray vinyl flooring,Floors,13B6
red-and-black vinyl flooring,Floors,13B7
green vinyl flooring,Floors,13B8
wooden-knot flooring,Floors,13B9
dark-chocolates flooring,Floors,13BA
palace tile,Floors,13BB
white-chocolates flooring,Floors,13BC
berry-chocolates flooring,Floors,13BD
pyramid tile,Floors,13BE
sakura-wood flooring,Floors,13C0
blue-paint flooring,Floors,13C1
green-paint flooring,Floors,13C2
pink-paint flooring,Floors,13C3
white-paint flooring,Floors,13C4
light herringbone flooring,Floors,13C5
dark herringbone flooring,Floors,13C6
rosewood flooring,Floors,13C7
gold iron-parquet flooring,Floors,13C8
brown iron-parquet flooring,Floors,13C9
black iron-parquet flooring,Floors,13CA
monochromatic tile flooring,Floors,13CB
colorful tile flooring,Floors,13CC
stone tile,Floors,13CD
cute-paint flooring,Floors,13CE
cool-paint flooring,Floors,13CF
yellow floral flooring,Floors,13D1
blue floral flooring,Floors,13D2
brown floral flooring,Floors,13D3
kitschy tile,Floors,13D4
tatami flooring,Floors,13D5
rush tatami flooring,Floors,13D6
rush tatami,Floors,13D7
gray argyle-tile flooring,Floors,13D8
brown argyle-tile flooring,Floors,13D9
circuit-board flooring,Floors,13DA
rubber-tile flooring,Floors,142B
artsy parquet flooring,Floors,1470
slate flooring,Floors,1471
mossy-garden flooring,Floors,1472
construction-site flooring,Floors,1473
garbage-heap flooring,Floors,1474
highway flooring,Floors,1475
swamp flooring,Floors,1476
rocky-mountain flooring,Floors,1477
ramshackle flooring,Floors,1478
party flooring,Floors,1479
crop-circles flooring,Floors,147B
skull-print flooring,Floors,1480
future-tech flooring,Floors,1482
iceberg flooring,Floors,1485
oasis flooring,Floors,1487
cloud flooring,Floors,1493
underwater flooring,Floors,1494
galaxy flooring,Floors,1495
sci-fi flooring,Floors,1496
flowing-river flooring,Floors,1499
lava flooring,Floors,149A
jungle flooring,Floors,158B
ice flooring,Floors,158C
Nook Inc. flooring,Floors,1775
white iron-parquet flooring,Floors,1ABB
cool vinyl flooring,Floors,1ABC
orange camo flooring,Floors,1ABD
blue mosaic-tile flooring,Floors,1ABE
green floral flooring,Floors,1ABF
tiger-print flooring,Floors,1AC0
brown-brick flooring,Floors,1AC1
purple desert-tile flooring,Floors,1B0F
olive desert-tile flooring,Floors,1B10
sepia puzzle flooring,Floors,1C10
purple puzzle flooring,Floors,1C11
forest flooring,Floors,1C12
cherry-blossom flooring,Floors,1C24
cute white-tile flooring,Floors,1C33
cute red-tile flooring,Floors,1C34
cute blue-tile flooring,Floors,1C35
cute yellow-tile flooring,Floors,1C36
starry-sands flooring,Floors,1C47
Bunny Day flooring,Floors,3087
white wedding flooring,Floors,308F
brown wedding flooring,Floors,3091
green wedding flooring,Floors,3092
pink heart rug,Rugs,1C9A
brown wooden-deck rug,Rugs,1C9B
rough rug,Rugs,1C9C
ivory medium round mat,Rugs,1C9D
apple rug,Rugs,1C9F
cherry rug,Rugs,1CA0
fluffy rug,Rugs,1CA1
orange rug,Rugs,1CA2
peach rug,Rugs,1CA3
pear rug,Rugs,1CA4
ivory simple bath mat,Rugs,1CA5
ivory small round mat,Rugs,1CA6
white simple medium mat,Rugs,1CA7
white simple small mat,Rugs,1CA8
iron entrance mat,Rugs,1CA9
white message mat,Rugs,1CAA
rubber mud mat,Rugs,1CAB
red-design kitchen mat,Rugs,1CAC
brown kitchen mat,Rugs,1CAD
red-and-blue checked rug,Rugs,1CAF
shanty mat,Rugs,1CB1
snowflake rug,Rugs,1CB2
red Persian rug,Rugs,1CB3
red carpet,Rugs,1CB4
monochromatic dotted rug,Rugs,1CB5
modern wavy rug,Rugs,1CB6
yellow stripes rug,Rugs,1CB7
yellow argyle rug,Rugs,1CB8
botanical rug,Rugs,1CB9
green shaggy rug,Rugs,1CBA
aluminum rug,Rugs,1CBC
Earth rug,Rugs,1CBD
tropical rug,Rugs,1CBE
colorful vinyl sheet,Rugs,1CBF
ladybug rug,Rugs,1CC0
fish rug,Rugs,1CC1
shell rug,Rugs,1CC2
mush rug,Rugs,1CC3
Nook Inc. rug,Rugs,1CC4
pink rose rug,Rugs,1CC5
fossil rug,Rugs,1CC6
magic-circle rug,Rugs,1CC7
lacy rug,Rugs,1CC8
tatami mat,Rugs,1CC9
oval entrance mat,Rugs,1CCA
sloppy rug,Rugs,1CCB
natural wooden-deck rug,Rugs,1CD4
white wooden-deck rug,Rugs,1CD5
black wooden-deck rug,Rugs,1CD6
Mom's cool kitchen mat,Rugs,1CEA
yellow vinyl sheet,Rugs,1CEB
blue vinyl sheet,Rugs,1CEC
red vinyl sheet,Rugs,1CED
monochromatic wavy rug,Rugs,1D20
red wavy rug,Rugs,1D21
blue wavy rug,Rugs,1D22
yellow checked rug,Rugs,1D26
peach checked rug,Rugs,1D27
green checked rug,Rugs,1D28
red dotted rug,Rugs,1D29
retro dotted rug,Rugs,1D2A
blue dotted rug,Rugs,1D2B
simple green bath mat,Rugs,1D5C
simple pink bath mat,Rugs,1D5D
simple navy bath mat,Rugs,1D5E
simple medium brown mat,Rugs,1D5F
simple small avocado mat,Rugs,1D60
simple small blue mat,Rugs,1D61
simple small brown mat,Rugs,1D62
simple medium blue mat,Rugs,1D63
simple medium avocado mat,Rugs,1D64
peach stripes rug,Rugs,1D6C
blue stripes rug,Rugs,1D6D
green stripes rug,Rugs,1D6E
simple medium orange mat,Rugs,1D70
simple small red mat,Rugs,1D71
simple medium purple mat,Rugs,1D72
simple medium black mat,Rugs,1D73
simple medium red mat,Rugs,1D74
simple small orange mat,Rugs,1D75
simple small purple mat,Rugs,1D76
simple small black mat,Rugs,1D77
Bunny Day rug,Rugs,1D7A
white heart rug,Rugs,1D9A
turquoise heart rug,Rugs,1D9B
purple heart rug,Rugs,1D9C
black-design kitchen mat,Rugs,1DAA
blue-design kitchen mat,Rugs,1DAB
yellow-design kitchen mat,Rugs,1DAC
blue Persian rug,Rugs,1F63
yellow Persian rug,Rugs,1F64
purple Persian rug,Rugs,1F65
green kitchen mat,Rugs,20C9
blue kitchen mat,Rugs,20CA
yellow kitchen mat,Rugs,20CB
red argyle rug,Rugs,2112
blue argyle rug,Rugs,2113
brown argyle rug,Rugs,2114
white rose rug,Rugs,2235
red rose rug,Rugs,2236
yellow rose rug,Rugs,2237
custom-design rug (Debug),Rugs,2277
blue message mat,Rugs,245E
yellow message mat,Rugs,245F
red message mat,Rugs,2460
red kilim-style carpet,Rugs,2461
green kilim-style carpet,Rugs,2462
yellow kilim-style carpet,Rugs,2463
blue kilim-style carpet,Rugs,2464
Mom's reliable kitchen mat,Rugs,2545
Mom's playful kitchen mat,Rugs,2546
Mom's lively kitchen mat,Rugs,2547
yellow medium round mat,Rugs,2548
red medium round mat,Rugs,2549
blue medium round mat,Rugs,254A
yellow small round mat,Rugs,254B
red small round mat,Rugs,254C
blue small round mat,Rugs,254D
purple shaggy rug,Rugs,255A
brown shaggy rug,Rugs,255B
blue shaggy rug,Rugs,255C
red blocks rug,Rugs,2B5D
blue blocks rug,Rugs,2B5E
yellow blocks rug,Rugs,2B5F
black blocks rug,Rugs,2B60
light bamboo rug,Rugs,2B69
dark bamboo rug,Rugs,2B6A
Bell-bag rug,Rugs,2FB6
Nook Inc. botanical rug,Rugs,3025
Nook Inc. silk rug,Rugs,306C
blue wedding rug,Rugs,30AE
white wedding rug,Rugs,30B0
red wedding rug,Rugs,30B1
cosmos wreath,Door deco,10C5
snowflake wreath,Door deco,1117
shell wreath,Door deco,1118
ornament wreath,Door deco,1119
fruit wreath,Door deco,111A
mushroom wreath,Door deco,1276
tree branch wreath,Door deco,1277
skull doorplate,Door deco,1282
bone doorplate,Door deco,128F
iron doorplate,Door deco,1290
fish doorplate,Door deco,129C
heart doorplate,Door deco,14BD
spider doorplate,Door deco,14BE
windflower wreath,Door deco,153C
rose wreath,Door deco,153D
pansy wreath,Door deco,155A
mum wreath,Door deco,155B
hyacinth wreath,Door deco,155C
lily wreath,Door deco,1609
tulip wreath,Door deco,1626
fancy lily wreath,Door deco,162D
paw-print doorplate,Door deco,1654
crest doorplate,Door deco,1655
timber doorplate,Door deco,1656
fossil doorplate,Door deco,1657
pretty cosmos wreath,Door deco,1671
cool windflower wreath,Door deco,1672
fancy rose wreath,Door deco,1673
snazzy pansy wreath,Door deco,1674
fancy mum wreath,Door deco,1675
cool hyacinth wreath,Door deco,1676
pretty tulip wreath,Door deco,1677
chic cosmos wreath,Door deco,1684
chic windflower wreath,Door deco,1685
dark rose wreath,Door deco,1686
cool pansy wreath,Door deco,1687
natural mum wreath,Door deco,1688
purple hyacinth wreath,Door deco,1689
dark lily wreath,Door deco,168A
dark tulip wreath,Door deco,168B
blue rose wreath,Door deco,168C
gold rose wreath,Door deco,16BC
Bunny Day wreath,Door deco,30E5
ordinary mailbox,Mailbox,0A0B
square mailbox,Mailbox,14DE
wooden mailbox,Mailbox,14DF
large mailbox,Mailbox,14E0
rustic mailbox,Mailbox,16AA
red ordinary mailbox,Mailbox,21D5
pink ordinary mailbox,Mailbox,21D6
yellow ordinary mailbox,Mailbox,21D7
green ordinary mailbox,Mailbox,21D8
blue ordinary mailbox,Mailbox,21D9
white ordinary mailbox,Mailbox,21DA
black ordinary mailbox,Mailbox,21DB
red large mailbox,Mailbox,21E0
pink large mailbox,Mailbox,21E1
yellow large mailbox,Mailbox,21E2
green large mailbox,Mailbox,21E3
blue large mailbox,Mailbox,21E4
white large mailbox,Mailbox,21E5
black large mailbox,Mailbox,21E6
red square mailbox,Mailbox,227B
pink square mailbox,Mailbox,227C
yellow square mailbox,Mailbox,227D
green square mailbox,Mailbox,227E
blue square mailbox,Mailbox,227F
white square mailbox,Mailbox,2280
black square mailbox,Mailbox,2281
chic wooden mailbox,Mailbox,22C1
red wooden mailbox,Mailbox,22C2
pink wooden mailbox,Mailbox,22C3
yellow wooden mailbox,Mailbox,22C4
green wooden mailbox,Mailbox,22C5
blue wooden mailbox,Mailbox,22C6
white wooden mailbox,Mailbox,22C7
tree branch,Materials,09C4
bamboo piece,Materials,09C5
stone,Materials,09C6
gold nugget,Materials,09C9
iron nugget,Materials,09CF
customization kit,Materials,09D1
softwood,Materials,0ACF
wood,Materials,0AD0
hardwood,Materials,0AD1
clay,Materials,0C12
snowflake,Materials,0DD3
large snowflake,Materials,0DD4
acorn,Materials,165F
pine cone,Materials,1660
young spring bamboo,Materials,1661
red ornament,Materials,1662
blue ornament,Materials,1663
gold ornament,Materials,1664
cherry-blossom petal,Materials,16E3
star fragment,Materials,175F
large star fragment,Materials,1760
Capricorn fragment,Materials,1761
Aquarius fragment,Materials,1762
Pisces fragment,Materials,1763
Aries fragment,Materials,1764
Taurus fragment,Materials,1765
Gemini fragment,Materials,1766
Cancer fragment,Materials,1767
Leo fragment,Materials,1768
Virgo fragment,Materials,1769
Libra fragment,Materials,176A
Scorpius fragment,Materials,176B
Sagittarius fragment,Materials,176C
maple leaf,Materials,1CCE
customizable phone case kit,Materials,2238
pitfall seed,Misc,0A12
Dummy DIY recipe (Debug),Misc,0A87
tent,Misc,0ABE
party popper,Misc,0AC1
Blathers's tent marker,Misc,0AC3
shop construction kit,Misc,0AC4
<name>'s tent,Misc,0AC5
medicine,Misc,0AD9
wasp nest,Misc,0CBF
housing kit,Misc,0D15
empty can,Misc,0D8A
boot,Misc,0D8D
old tire,Misc,0D8E
delivery box,Misc,1095
bridge marker kit,Misc,10D6
incline marker kit,Misc,10D7
tailors construction kit,Misc,113B
present,Misc,1180
fish bait,Misc,11C5
delivery,Misc,1225
campsite construction kit,Misc,142E
ocarina,Misc,14C8
<name>'s kit,Misc,14ED
moving kit,Misc,14EE
tailors moving kit,Misc,14EF
shop moving kit,Misc,14F0
museum moving kit,Misc,14F1
tambourine,Misc,1536
pan flute,Misc,158D
DIY for Beginners,Misc,15E3
Test Your DIY Skills,Misc,15E4
Wildest Dreams DIY,Misc,15E5
light stick,Misc,166D
message bottle,Misc,16A1
plot 1 housing kit,Misc,16C3
plot 2 housing kit,Misc,16C4
plot 3 housing kit,Misc,16C5
Nook Miles Ticket,Misc,16DB
campsite moving kit,Misc,1AB9
bridge construction kit,Misc,1C2B
yellow wrapping paper,Misc,1E03
pink wrapping paper,Misc,1E04
orange wrapping paper,Misc,1E05
chartreuse wrapping paper,Misc,1E06
green wrapping paper,Misc,1E07
mint wrapping paper,Misc,1E08
light-blue wrapping paper,Misc,1E09
purple wrapping paper,Misc,1E0A
navy wrapping paper,Misc,1E0B
blue wrapping paper,Misc,1E0C
white wrapping paper,Misc,1E0D
red wrapping paper,Misc,1E0E
gold wrapping paper,Misc,1E0F
brown wrapping paper,Misc,1E10
gray wrapping paper,Misc,1E11
black wrapping paper,Misc,1E12
present,Misc,1E13
present,Misc,1E14
present,Misc,1E15
present,Misc,1E16
present,Misc,1E17
present,Misc,1E18
present,Misc,1E19
present,Misc,1E1A
present,Misc,1E1B
present,Misc,1E1C
present,Misc,1E1D
present,Misc,1E1E
present,Misc,1E1F
present,Misc,1E20
present,Misc,1E21
present,Misc,1E22
Stone path permit,Tools,2245
Brick path permit,Tools,2246
Dark dirt path permit,Tools,2247
arched tile path permit,Tools,2248
sand path permit,Tools,2249
terra-cotta tile permit,Tools,224A
wooden path permit,Tools,224B
waterscaping permit,Tools,224C
cliff construction permit,Tools,224D
Vaulting Pole Recipe,Misc,2356
Flimsy Shovel Recipe,Misc,2357
Flimsy Watering Can Recipe,Misc,2358
Top 8 Pop Hairstyles,Misc,2359
Top 8 Cool Hairstyles,Misc,235A
Top 8 Stylish Hair Colors,Misc,235B
Pocket Organization Guide,Misc,235C
Pretty Good Tools Recipes,Misc,2405
Tool Ring - It's Essential!,Misc,2590
Nook Inc. uchiwa fan,Misc,2622
custom design path permit,Tools,262B
Bell voucher,Misc,26EC
Slingshot Recipe,Misc,2845
Ultimate Pocket Stuffing,Misc,2B84
Custom Design Pro Editor,Misc,2F99
Flimsy Axe Recipe,Misc,3006
Ladder Recipe,Misc,3027
Egg message bottle,Misc,3100
Lost Item (Orange Bag),Event Item,0946
Lost Item (Red Book),Event Item,0947
Communicator part,Event Item,094D
Rusted part,Event Item,0955
Treasure,Event Item,09F1
Blue Present What was this again,Event Item,09F2
Birthday cupcake,Event Item,0ADB
My Smartphone (Debug),Event Item,0C04
Note (Debug),Event Item,0C05
What Was This Again (Orange Bag),Event Item,1222
What Was This Again (Red Book),Event Item,1223
Wisp spirit piece,Event Item,125E
What Was This Again (Blue Diary),Event Item,1532
Lost Item (Blue Diary),Event Item,1533
Tailors ticket,Event Item,172C
Map (Debug),Event Item,17AA
? (Debug),Event Item,1AEF
? (Debug),Event Item,1AF0
Saharah Ticket,Event Item,242D
General purpose fabric (Debug),Event Item,2443
Demo Nook Mile Ticket (Debug),Event Item,2FB4
Earth Egg,Event Item,30DD
Stone Egg,Event Item,30DE
Leaf Egg,Event Item,30DF
Wood Egg,Event Item,30E0
sky Egg,Event Item,30E1
Water Egg,Event Item,30E2
Heart Crystal,Event Item,3102
K.K. Chorale,Songs,0965
K.K. March,Songs,0966
K.K. Waltz,Songs,0967
K.K. Swing,Songs,0968
K.K. Jazz,Songs,0969
K.K. Fusion,Songs,096A
K.K. Etude,Songs,096B
K.K. Lullaby,Songs,096C
K.K. Aria,Songs,096D
K.K. Samba,Songs,096E
K.K. Bossa,Songs,096F
K.K. Calypso,Songs,0970
K.K. Salsa,Songs,0971
K.K. Mambo,Songs,0972
K.K. Reggae,Songs,0973
K.K. Ska,Songs,0974
K.K. Tango,Songs,0975
K.K. Faire,Songs,0976
Aloha K.K.,Songs,0977
Lucky K.K.,Songs,0978
K.K. Condor,Songs,0979
K.K. Steppe,Songs,097A
Imperial K.K.,Songs,097B
K.K. Casbah,Songs,097C
K.K. Safari,Songs,097D
K.K. Folk,Songs,097E
K.K. Rock,Songs,097F
Rockin' K.K.,Songs,0980
K.K. Ragtime,Songs,0981
K.K. Gumbo,Songs,0982
The K. Funk,Songs,0983
K.K. Blues,Songs,0984
Soulful K.K.,Songs,0985
K.K. Soul,Songs,0986
K.K. Cruisin',Songs,0987
K.K. Love Song,Songs,0988
K.K. D&B,Songs,0989
K.K. Technopop,Songs,098A
DJ K.K.,Songs,098B
Only Me,Songs,098C
K.K. Country,Songs,098D
Surfin' K.K.,Songs,098E
K.K. Ballad,Songs,098F
Comrade K.K.,Songs,0990
K.K. Lament,Songs,0991
Go K.K. Rider,Songs,0992
K.K. Dirge,Songs,0993
K.K. Western,Songs,0994
Mr. K.K.,Songs,0995
Cafe K.K.,Songs,0996
K.K. Parade,Songs,0997
K.K. Mariachi,Songs,0998
K.K. Song,Songs,0999
I Love You,Songs,099A
Two Days Ago,Songs,099B
My Place,Songs,099C
Forest Life,Songs,099D
To the Edge,Songs,099E
Pondering,Songs,099F
K.K. Dixie,Songs,09A0
K.K. Marathon,Songs,09A1
King K.K.,Songs,09A2
Mountain Song,Songs,09A3
Marine Song 2001,Songs,09A4
Neapolitan,Songs,09A5
Steep Hill,Songs,09A6
K.K. Rockabilly,Songs,09A7
Agent K.K.,Songs,09A8
K.K. Rally,Songs,09A9
K.K. Metal,Songs,09AA
Stale Cupcakes,Songs,09AB
Spring Blossoms,Songs,09AC
Wandering,Songs,09AD
K.K. House,Songs,09AE
K.K. Sonata,Songs,09AF
Hypno K.K.,Songs,09B0
K.K. Stroll,Songs,09B1
K.K. Island,Songs,09B2
Space K.K.,Songs,09B3
K.K. Adventure,Songs,09B4
K.K. Oasis,Songs,09B5
K.K. Bazaar,Songs,09B6
K.K. Milonga,Songs,09B7
K.K. Groove,Songs,09B8
K.K. Jongara,Songs,09B9
K.K. Flamenco,Songs,09BA
